Participant_ID,Sex,Age,Musician_type,Questionnaire,Excerpt_id,a l'aise,acceleration du rythme corporel ou cardiaque,aerien,arret du temps,bercement,bien-etre corporel,bouger,calme,chair de poule (sensation de),chaleur,danser,decouvrir,dehanchement,dynamique,echapper a quelque chose,eclatant,effondre,emouvant,enivrant,enveloppant,epanouissement,esperer,evenement important,fete,flotter,gambader,gestes larges,grandeur,grands espaces,harmonieux,image (dans la tete),imaginer,immense,impressionnant,inspire,intense,interieur,interieur de soi-meme,interiorisation,intime,jambes qui bougent,magique,montee en puissance,mouvement,mouvement du corps,mouvemente,onduler,paisible,pensees vagabondes,petillant,pied bat la mesure,planer,poesie,profond,rassurant,reconfort,reflechir,"respiration reguliere et calme, lente et profonde",rever,rire,romantisme,rythme,s'amplifier,s'embrasser,s'en aller,s'envoler,s'evader,s'ouvrir,sauts,se balader,se blottir,se projeter,se promener,se retrouver,seduire,sensation,sensuel,serrement de coeur,songeur,sourire,souvenirs,tortueux,touche l'ensemble du corps,tournoyer,vibrer,voyage
R_2zYGghoajrKArOn,F,21,2,1,bach_concertoinemajor,1,1,0,1,2,1,3,6,0,0,2,5,0,0,3,0,0,7,5,2,5,0,0,0,3,3,0,0,0,8,4,5,0,0,3,1,4,2,6,3,0,0,1,0,1,0,3,3,1,0,0,7,8,3,6,1,3,3,5,0,7,2,0,4,4,0,6,4,2,2,8,5,8,4,1,5,1,1,5,2,3,0,0,1,2,6
R_2zYGghoajrKArOn,F,21,2,1,bach_goldberg,3,0,3,1,6,6,0,6,0,0,0,2,0,5,2,2,0,8,7,4,6,5,4,0,5,3,3,0,0,6,3,2,0,1,4,0,2,2,5,5,0,3,0,4,0,0,3,6,2,0,0,8,6,1,2,5,1,7,4,0,7,3,0,5,5,3,5,2,0,4,5,2,4,2,4,5,3,0,4,1,2,0,3,0,7,4
R_2zYGghoajrKArOn,F,21,2,1,bach_preludio,1,6,0,2,0,2,2,0,3,0,0,4,0,2,0,2,4,2,4,2,0,2,1,0,0,3,2,3,2,0,4,3,2,7,7,2,1,1,4,2,4,0,8,3,5,3,2,0,5,2,0,0,1,4,2,0,0,0,1,0,0,2,5,0,3,2,3,2,5,0,0,3,0,0,0,0,0,4,0,0,3,0,4,5,4,2
R_2zYGghoajrKArOn,F,21,2,1,bach_sinfonia,4,1,4,0,5,4,2,5,1,0,3,1,0,1,5,0,2,3,7,5,5,3,4,2,2,3,2,2,0,4,2,2,1,2,6,2,1,4,3,5,0,1,3,3,4,4,3,2,6,2,2,5,6,3,4,3,4,4,3,4,3,3,4,1,4,3,3,4,0,3,3,4,4,3,3,5,4,3,5,4,2,0,4,3,7,4
R_2zYGghoajrKArOn,F,21,2,1,beethoven_15inaminor,4,1,2,4,6,5,0,7,2,0,0,4,0,0,2,0,3,6,5,7,7,3,5,0,6,1,0,1,0,4,6,5,0,1,6,1,6,3,3,6,1,2,1,3,3,0,4,2,5,0,0,6,7,4,5,4,3,6,4,1,5,2,2,5,3,3,5,0,0,3,4,3,4,3,5,5,3,3,6,1,5,0,4,2,2,4
R_2zYGghoajrKArOn,F,21,2,1,chopin_10inbminor,0,8,0,3,0,0,0,0,4,0,0,2,0,5,2,0,2,2,1,5,0,0,4,0,0,0,1,5,1,0,2,2,7,3,6,7,5,3,2,0,0,0,7,1,1,7,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,3,6,0,4,0,2,0,0,0,0,0,1,0,0,2,0,5,3,0,0,8,2,1,3,0
R_2zYGghoajrKArOn,F,21,2,1,kurtag_microludes,0,2,2,4,0,0,0,2,5,0,0,3,0,2,0,0,1,2,1,4,0,2,0,1,3,1,0,0,0,0,2,4,3,2,5,2,4,5,3,1,0,0,1,1,0,0,0,0,5,0,0,4,1,3,0,0,4,2,2,0,1,0,2,0,5,1,3,2,0,2,0,3,0,2,1,2,1,4,4,1,2,6,0,1,5,0
R_2zYGghoajrKArOn,F,21,2,1,ortiz_memoire,0,3,1,1,1,2,1,3,2,0,0,2,0,1,2,0,1,5,4,3,1,4,1,0,2,3,2,2,3,4,6,6,0,2,5,1,3,2,3,1,0,1,0,2,0,1,1,4,2,0,0,4,5,2,2,1,0,5,5,0,4,1,1,1,5,4,4,0,0,2,0,4,1,0,0,3,0,1,5,0,1,0,2,0,2,2
R_2zYGghoajrKArOn,F,21,2,1,williams_march,0,6,0,5,0,1,3,0,7,0,0,5,0,8,3,2,0,0,2,3,0,0,8,0,0,0,8,5,4,0,6,5,6,8,8,6,2,4,2,0,6,0,8,7,8,6,0,0,1,2,4,2,0,1,0,0,2,0,1,0,0,6,7,0,3,1,2,2,2,1,0,0,2,0,0,3,0,1,2,3,2,0,0,4,6,6
R_2zolofwnthNaNdy,F,22,3,1,bach_air,7,0,5,4,4,0,0,0,0,3,2,6,0,0,0,0,0,3,0,4,7,7,3,0,4,0,0,4,0,2,0,4,3,4,2,4,3,4,1,0,0,4,0,0,0,0,0,2,0,0,0,5,7,4,7,5,3,2,7,4,0,0,6,0,0,1,2,5,0,0,0,0,0,4,0,7,0,3,4,0,4,0,0,0,0,0
R_2zolofwnthNaNdy,F,22,3,1,bach_concertoinemajor,1,0,3,4,1,0,0,0,2,0,0,2,0,0,0,0,5,7,1,3,0,3,2,0,0,0,0,2,0,4,1,0,0,6,3,4,3,4,1,3,0,0,0,0,0,3,2,0,0,0,0,1,4,4,0,0,5,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,0,6,0,5,4,0,6,4,0,0,4,0
R_2zolofwnthNaNdy,F,22,3,1,bach_goldberg,8,1,8,8,8,6,1,7,1,8,1,6,1,1,7,7,1,8,7,7,8,8,3,1,7,1,1,8,3,8,7,7,8,1,7,4,7,8,8,7,1,7,1,1,1,1,3,7,7,5,1,4,8,7,7,7,1,1,8,3,7,1,2,6,8,7,8,7,1,7,1,1,1,5,7,5,1,1,8,7,8,1,1,1,7,7
R_2zolofwnthNaNdy,F,22,3,1,bach_preludio,7,1,1,6,6,4,3,1,3,1,3,3,0,1,2,0,0,4,4,5,3,5,4,1,0,2,5,3,4,1,4,4,4,4,4,6,0,0,2,0,1,3,6,5,3,5,0,2,4,1,0,3,5,2,4,2,5,0,4,1,2,2,6,0,3,1,3,4,3,0,1,4,0,2,0,7,0,5,3,1,5,5,0,7,5,3
R_2zolofwnthNaNdy,F,22,3,1,bach_sinfonia,3,0,0,4,3,0,0,3,0,0,0,0,0,0,4,0,5,3,3,2,0,3,0,0,1,0,0,0,0,0,1,0,2,3,1,5,0,1,2,0,0,0,3,0,0,3,0,1,4,0,0,2,3,2,1,0,3,0,1,0,0,0,0,0,0,0,2,3,0,0,3,4,0,0,0,6,0,3,0,0,1,5,0,2,3,0
R_2zolofwnthNaNdy,F,22,3,1,beethoven_15inaminor,6,0,4,3,6,0,0,3,3,5,0,3,0,0,4,3,0,5,4,3,0,6,0,0,4,0,0,0,0,3,0,5,0,0,3,4,5,4,5,4,0,0,0,0,0,0,3,0,5,0,0,3,5,4,4,0,4,3,4,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,6,0,4,4,2,5,0,0,4,0,0
R_2zolofwnthNaNdy,F,22,3,1,chopin_10inbminor,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0
R_2zolofwnthNaNdy,F,22,3,1,kurtag_microludes,0,5,0,0,0,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0
R_2zolofwnthNaNdy,F,22,3,1,ortiz_memoire,5,0,0,1,0,0,0,3,0,2,0,4,0,0,5,3,0,5,0,0,1,5,4,0,0,0,0,2,4,0,0,3,0,0,0,3,3,3,0,3,0,0,0,2,0,0,2,0,4,0,0,0,7,4,0,0,4,5,7,0,0,0,5,0,4,4,0,4,0,3,4,3,4,0,0,5,0,5,4,1,4,1,0,0,4,4
R_2zolofwnthNaNdy,F,22,3,1,williams_march,1,7,1,1,1,1,7,1,1,1,1,7,1,6,1,1,1,1,1,1,1,1,7,1,1,1,7,7,7,1,5,1,7,7,1,6,1,1,1,1,1,1,7,7,1,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,7,1,1,1,1,4,1,1,1,1,1,1,1,7,1,1,1,1,1,5,1,4,5,1
R_31hjnuURH1sekhP,F,68,2,1,bach_air,8,4,2,5,4,3,0,6,0,6,0,7,0,8,5,2,0,7,0,5,7,4,8,0,1,0,5,7,4,8,0,0,7,6,7,8,6,8,5,6,0,6,4,5,5,0,0,4,0,0,8,2,2,8,1,2,7,8,4,0,5,0,3,0,0,4,1,7,0,4,0,8,5,6,1,8,6,0,5,7,0,0,8,1,7,5
R_31hjnuURH1sekhP,F,68,2,1,bach_concertoinemajor,5,3,0,6,0,5,0,0,0,0,0,6,0,4,0,0,0,7,0,5,2,5,7,0,6,0,8,5,5,6,0,0,4,5,7,7,7,7,6,8,0,0,7,4,3,4,0,3,7,0,0,8,0,5,0,0,4,5,5,0,5,1,1,0,0,6,0,4,0,0,0,4,4,5,4,8,7,3,6,1,0,0,4,4,8,5
R_31hjnuURH1sekhP,F,68,2,1,bach_goldberg,8,0,0,8,0,4,0,4,0,0,0,7,0,4,0,0,0,7,0,0,0,6,5,0,0,0,0,0,0,8,0,0,0,0,3,8,8,8,8,8,0,0,0,0,0,0,0,5,0,0,0,0,4,8,0,0,8,8,1,0,4,0,0,0,0,4,1,7,0,0,0,8,0,8,0,8,6,0,0,6,0,0,7,0,0,0
R_31hjnuURH1sekhP,F,68,2,1,bach_preludio,8,5,7,6,0,6,6,0,0,0,6,5,0,8,0,6,0,2,7,0,6,7,7,5,0,3,0,1,0,6,0,0,1,0,6,8,2,1,3,2,6,7,7,7,7,7,0,0,0,7,8,6,6,7,0,0,3,1,0,3,0,7,7,0,0,0,5,8,2,0,0,0,0,0,6,8,0,0,0,8,0,0,8,3,8,0
R_31hjnuURH1sekhP,F,68,2,1,bach_sinfonia,4,2,0,0,7,0,7,2,0,4,0,4,6,0,0,5,4,0,0,6,3,0,0,0,4,2,5,5,7,0,6,4,3,4,3,4,4,6,3,5,3,0,4,2,6,0,0,5,4,0,0,5,0,5,5,4,2,7,3,7,5,5,4,3,5,4,6,0,0,0,6,4,1,3,4,5,2,2,3,3,7,0,3,2,7,1
R_31hjnuURH1sekhP,F,68,2,1,beethoven_15inaminor,6,0,8,8,0,7,0,7,0,0,0,7,0,0,6,0,0,6,0,8,5,7,0,0,7,0,8,5,8,6,6,7,8,0,7,8,8,8,8,6,0,0,7,6,6,0,0,8,8,0,0,8,7,7,0,0,4,8,8,0,4,0,0,0,6,8,8,8,0,7,0,8,7,7,0,8,2,0,6,2,0,0,7,0,0,8
R_31hjnuURH1sekhP,F,68,2,1,chopin_10inbminor,6,5,0,2,0,2,4,0,6,0,0,3,0,7,0,6,0,7,7,0,0,0,8,0,4,0,8,6,0,0,0,4,2,7,7,8,6,7,8,6,3,0,8,7,6,8,0,0,5,0,3,5,7,8,0,0,3,1,0,0,8,6,7,0,0,0,0,7,0,0,0,6,0,2,0,8,6,3,2,0,0,0,4,0,8,6
R_31hjnuURH1sekhP,F,68,2,1,kurtag_microludes,4,0,4,6,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,1,7,0,0,2,7,0,6,5,4,5,5,3,0,0,0,0,0,0,0,0,4,0,0,7,0,1,0,0,4,6,1,0,0,0,0,0,2,3,4,5,0,0,0,7,2,0,0,6,0,0,5,1,0,0,0,0,0,3
R_31hjnuURH1sekhP,F,68,2,1,ortiz_memoire,3,0,2,7,3,5,0,7,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,0,5,0,3,4,0,6,0,0,3,0,6,6,6,5,5,4,0,2,0,0,0,0,0,2,6,0,0,7,0,3,0,0,5,6,5,0,0,0,0,0,0,3,7,5,0,0,0,0,0,5,0,7,0,0,4,3,0,0,7,0,6,3
R_31hjnuURH1sekhP,F,68,2,1,williams_march,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,0,7,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0
R_33kfhUycUrZLSHO,F,21,3,2,bach_air,6,5,4,5,2,5,1,3,5,5,1,3,1,2,2,2,1,7,3,5,6,4,7,1,6,1,0,7,4,7,7,5,6,7,6,5,5,5,6,5,4,7,6,1,2,2,1,6,1,1,3,5,3,5,2,5,2,3,4,1,3,1,6,1,6,6,7,6,1,0,2,2,2,6,3,6,1,7,1,4,8,0,3,3,2,2
R_33kfhUycUrZLSHO,F,21,3,2,bach_andanteunpoco,6,2,4,4,1,2,6,1,0,5,5,3,1,4,1,2,0,5,3,3,7,5,2,2,4,5,1,5,4,6,2,4,4,1,3,1,3,1,0,0,4,3,4,5,3,2,2,2,3,4,3,1,5,3,6,1,2,2,5,2,2,5,5,0,1,4,4,5,2,3,0,3,3,4,3,3,1,0,2,4,1,0,3,5,1,2
R_33kfhUycUrZLSHO,F,21,3,2,bach_fugueindsharpminor,4,1,0,2,3,3,1,2,0,1,1,2,0,1,2,0,0,1,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,3,1,4,0,3,2,1,0,0,1,3,0,4,0,1,0,2,2,0,0,2,0,0,2,0,0,2,0,1,1,3,0,0,0
R_33kfhUycUrZLSHO,F,21,3,2,bach_passacaglia,3,5,2,4,2,0,4,1,8,2,0,3,0,1,2,1,3,2,4,1,1,3,7,0,0,0,2,8,3,0,4,1,7,5,2,3,1,1,1,0,0,1,6,3,0,5,2,1,1,1,3,2,4,3,1,0,3,1,2,0,0,1,6,0,2,1,1,2,1,0,1,1,0,0,1,5,0,3,0,0,4,6,3,0,0,1
R_33kfhUycUrZLSHO,F,21,3,2,beethoven_allegretto,4,1,1,5,4,1,0,6,0,2,1,4,0,0,3,0,0,4,3,3,4,5,4,0,2,0,0,4,4,5,5,3,3,2,5,2,3,3,3,3,0,4,5,2,0,0,0,5,0,0,0,3,7,1,4,4,2,3,1,0,0,0,6,0,5,4,7,5,0,6,1,2,3,3,1,3,0,0,2,0,2,0,4,0,0,4
R_33kfhUycUrZLSHO,F,21,3,2,geminiani_adagio,5,5,3,6,2,7,3,2,2,5,2,4,1,2,2,4,0,6,1,6,6,6,7,1,4,1,2,7,6,7,4,4,7,6,6,6,2,3,2,4,4,4,7,4,4,1,0,3,2,1,4,3,6,6,4,6,3,3,7,1,4,2,7,2,3,3,7,4,2,2,2,5,5,4,4,6,1,1,1,2,6,0,6,2,1,2
R_33kfhUycUrZLSHO,F,21,3,2,gubaidulina_rejoice,2,5,2,1,2,0,6,0,1,0,2,3,0,4,5,0,1,0,1,0,0,2,4,0,0,1,3,0,3,0,2,2,1,0,0,3,0,0,0,0,2,2,2,4,4,6,2,0,1,0,1,2,1,0,1,0,1,0,2,0,0,4,5,0,1,0,2,0,6,3,1,2,1,1,0,2,0,1,0,0,2,5,2,0,1,2
R_33kfhUycUrZLSHO,F,21,3,2,liszt_liebestraum,7,3,7,8,5,7,6,5,4,7,2,6,1,2,2,5,0,7,3,7,8,7,5,1,8,2,1,8,6,8,6,6,8,4,8,7,6,5,6,5,4,7,2,3,6,1,2,6,2,5,3,8,8,4,7,7,4,6,8,3,7,3,6,4,8,8,8,7,1,2,2,6,4,5,5,8,6,2,6,4,6,0,6,3,2,5
R_33kfhUycUrZLSHO,F,21,3,2,part_pilgrim,2,4,0,5,2,0,1,1,1,0,1,2,0,0,2,0,2,5,1,0,0,3,6,0,0,1,0,3,1,2,3,1,3,1,0,2,2,3,0,0,0,0,2,3,0,0,0,2,1,0,0,3,6,2,2,1,6,0,2,0,0,0,3,0,6,0,1,0,2,0,0,0,0,0,0,6,0,5,2,0,2,4,0,1,1,1
R_33kfhUycUrZLSHO,F,21,3,2,williams_march,3,7,2,3,2,2,6,0,2,5,4,6,1,5,3,6,0,4,1,2,5,6,6,4,3,6,3,7,4,2,6,2,7,5,3,4,0,1,4,0,5,5,5,6,6,6,3,0,4,2,2,5,4,2,3,0,3,1,4,3,0,6,7,0,4,3,2,7,5,1,2,3,2,4,0,4,1,4,0,5,1,3,2,1,4,2
R_3BOzGIST96JjK9P,M,20,3,3,alfonso_santamaria,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,bach_air,8,0,7,3,0,5,0,5,0,5,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,8,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,bach_prelude3incsharpmajor,8,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,bach_preludeineflatminor,8,0,6,3,3,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,buxtehude_allegro,8,0,6,7,4,8,5,3,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,4,5,5,6,7,5,8,0,5,0,0,0,3,0,0,0,0,5,0,0,3,4,0,0,5,0,6,0,4,6,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,ligeti_metamorphoses,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,mahler_empfunden,8,4,6,5,5,8,2,5,0,5,0,0,0,0,0,0,0,6,0,0,5,6,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,marais_reveuse,8,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,3,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,stravinsky_sacreprintemps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3BOzGIST96JjK9P,M,20,3,3,vivaldi_cantabile,8,0,6,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3CZMxWenQ9Ef5nk,F,23,2,1,bach_air,8,5,6,7,8,8,1,5,1,1,1,1,1,1,8,1,1,8,4,7,6,4,6,1,5,5,8,8,5,7,8,8,6,4,2,2,1,8,8,6,1,5,1,1,1,1,1,4,8,1,1,6,8,8,8,6,4,6,8,4,6,3,8,1,4,6,7,3,1,1,1,1,5,6,2,1,1,8,2,4,8,1,8,6,6,2
R_3CZMxWenQ9Ef5nk,F,23,2,1,bach_concertoinemajor,6,7,8,3,5,6,1,8,7,4,1,1,1,3,1,5,1,7,7,8,8,6,4,1,1,1,5,6,1,8,7,7,4,6,7,6,2,5,1,5,1,8,4,1,3,1,4,5,7,1,1,1,5,3,5,6,3,5,2,1,1,4,1,1,3,4,3,6,1,4,6,7,4,8,8,6,7,8,5,7,3,1,1,0,6,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,bach_goldberg,7,4,4,6,6,7,1,8,1,4,1,2,1,1,2,1,1,5,7,7,6,4,5,1,7,1,4,2,3,7,8,7,4,1,5,5,2,3,4,2,1,1,2,1,1,2,7,8,5,1,1,3,7,8,6,7,2,6,7,3,7,3,1,1,1,1,2,4,1,1,6,1,1,5,1,6,6,3,8,1,3,1,1,1,4,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,bach_preludio,6,8,8,7,0,1,0,0,4,0,1,5,0,6,0,7,0,0,7,6,3,0,0,0,6,0,0,6,5,7,8,0,7,5,8,7,2,3,1,1,7,6,7,3,5,1,0,0,0,8,4,0,0,6,7,6,0,2,6,0,0,3,6,0,0,6,5,0,0,0,0,2,0,1,0,6,0,5,2,8,1,0,8,2,6,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,bach_sinfonia,5,4,7,8,6,7,1,8,7,3,1,1,1,1,5,1,1,7,6,7,7,3,1,1,5,1,3,1,1,6,8,6,1,1,5,7,6,7,7,5,1,6,2,1,3,1,5,7,7,1,1,5,6,6,7,7,4,5,5,1,7,1,1,1,3,3,4,4,1,1,1,6,1,1,3,6,1,4,8,6,6,1,4,3,4,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,beethoven_15inaminor,3,5,4,6,6,3,1,5,3,1,1,1,1,1,2,1,5,7,1,1,1,2,5,1,1,1,4,1,3,5,7,7,8,4,1,2,5,2,1,4,1,2,1,1,1,2,1,8,8,1,1,4,8,5,1,1,5,7,1,1,4,1,1,1,3,1,6,1,1,1,1,3,1,4,1,6,3,7,8,3,6,4,2,1,3,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,chopin_10inbminor,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,4,6,1,2,1,1,1,8,1,1,1,8,8,8,1,8,1,8,8,1,7,1,1,1,1,2,1,1,4,1,7,1,1,1,2,1,1,1,7,1,1,1,1,1,1,1,5,6,1,1,1,3,1,1,1,1,3,1,2,1,3,1,7,1,1,1,8,3,1,1,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,kurtag_microludes,3,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,5,6,2,1,1,1,5,1,1,1,4,1,1,1,2,1,1,4,6,6,2,3,3,5,1,1,5,1,1,6,1,1,2,1,1,1,2,5,2,1,6,4,1,1,1,2,4,1,6,1,1,1,1,1,1,2,1,1,1,1,2,5,7,1,5,8,3,5,1,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,ortiz_memoire,5,7,8,6,5,7,1,8,4,5,1,1,1,1,6,1,3,7,6,7,5,6,5,1,1,1,4,6,4,8,8,6,7,6,4,5,6,6,7,2,1,3,1,1,1,1,5,5,7,1,1,4,7,6,4,3,1,1,5,2,4,1,1,1,1,6,6,4,1,1,1,3,1,4,5,7,3,6,7,1,1,1,3,1,1,1
R_3CZMxWenQ9Ef5nk,F,23,2,1,williams_march,1,7,0,0,0,0,1,0,5,0,0,5,0,7,8,0,7,0,4,0,0,0,8,0,0,0,2,0,5,0,7,6,7,8,2,0,2,0,0,0,0,0,7,0,2,6,0,0,0,0,3,0,0,5,0,0,1,1,0,0,0,6,7,0,5,0,3,0,0,0,0,0,0,1,0,5,0,7,0,0,2,6,5,0,4,0
R_3D2z2BV44b8huWm,M,22,3,4,bach_air,1,0,0,3,1,1,0,2,0,0,0,3,0,2,3,2,4,3,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,3,4,0,3,4,0,0,4,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,3,0,3,3,4,3,3,2,0,0,0,2,1,6,0,2,1,4,0,0,5,2,1,0,2,1
R_3D2z2BV44b8huWm,M,22,3,4,bach_andante,2,0,4,4,3,3,0,5,0,3,0,2,0,3,0,0,0,3,3,5,4,3,0,0,2,3,2,3,5,4,5,5,1,1,5,2,0,3,4,0,0,4,3,3,0,0,3,4,3,0,0,2,3,4,3,3,2,4,5,3,2,0,1,0,0,3,0,4,3,2,0,0,4,0,0,3,0,0,2,3,2,0,0,0,0,3
R_3D2z2BV44b8huWm,M,22,3,4,bach_brandenburgconcerto,1,0,3,0,3,2,0,3,0,0,0,0,0,0,2,0,3,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,0,2,0,0,0,0,0,3,0,0,0,0,1,2,0,0,3,0,1,2,0,0,0,0,0,0,0
R_3D2z2BV44b8huWm,M,22,3,4,bach_prelude16ingminor,2,0,3,2,1,3,2,1,0,0,0,4,0,3,2,3,0,2,0,0,2,0,4,3,0,0,2,3,2,0,4,3,1,2,2,2,3,0,0,0,0,1,4,3,1,5,2,0,3,1,0,0,0,2,0,0,2,0,1,0,0,2,3,0,3,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,3,0,4,2,0
R_3D2z2BV44b8huWm,M,22,3,4,bach_prelude19inamajor,4,0,3,1,2,5,0,2,1,3,1,2,0,0,3,0,0,5,5,5,4,5,3,0,4,5,3,1,5,6,7,5,4,0,4,1,0,3,2,5,0,4,3,4,4,0,1,7,2,0,0,5,4,3,5,5,1,6,5,4,5,0,3,5,0,4,3,6,3,7,5,0,6,6,5,3,4,1,3,3,4,0,0,0,2,5
R_3D2z2BV44b8huWm,M,22,3,4,bach_preludeincmajor,4,0,3,0,2,6,0,4,2,0,0,2,0,0,0,0,0,5,3,4,3,3,0,0,2,4,0,0,0,4,3,2,0,3,2,3,0,4,3,3,0,5,3,0,0,0,2,5,4,0,0,2,4,5,3,5,0,3,4,0,0,0,4,3,2,4,5,3,0,3,4,0,3,4,0,4,0,0,2,0,4,0,0,0,3,2
